"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","WASTEMUN","TOT","KG_CAP","A","2017",452.107,
"LTU","WASTEMUN","TOT","KG_CAP","A","2018",464.279,
"LTU","WASTEMUN","TOT","KG_CAP","A","2019",477.827,
"LTU","WASTEMUN","TOT","KG_CAP","A","2020",495.887,
"CRI","WASTEMUN","TOT","KG_CAP","A","2010",329.01,
"CRI","WASTEMUN","TOT","KG_CAP","A","2011",358.076,
"CRI","WASTEMUN","TOT","KG_CAP","A","2012",362.201,
"CRI","WASTEMUN","TOT","KG_CAP","A","2013",369.456,
"CRI","WASTEMUN","TOT","KG_CAP","A","2014",372.858,
"CRI","WASTEMUN","TOT","KG_CAP","A","2015",387.185,
"CRI","WASTEMUN","TOT","KG_CAP","A","2016",248.605,
"CRI","WASTEMUN","TOT","KG_CAP","A","2017",255.962,
"CRI","WASTEMUN","TOT","KG_CAP","A","2018",292.433,
"CRI","WASTEMUN","TOT","KG_CAP","A","2019",266.267,
"CRI","WASTEMUN","TOT","KG_CAP","A","2020",286.466,
"CAN","WASTEMUN","TOT","KG_CAP","A","1996",238.643,
"CAN","WASTEMUN","TOT","KG_CAP","A","1998",313.067,
"CAN","WASTEMUN","TOT","KG_CAP","A","2000",367.538,
"CAN","WASTEMUN","TOT","KG_CAP","A","2002",360.393,
"CAN","WASTEMUN","TOT","KG_CAP","A","2004",387.402,
"CAN","WASTEMUN","TOT","KG_CAP","A","2006",414.023,
"CAN","WASTEMUN","TOT","KG_CAP","A","2008",409.788,
"CAN","WASTEMUN","TOT","KG_CAP","A","2010",408.926,
"CAN","WASTEMUN","TOT","KG_CAP","A","2012",411.064,
"CAN","WASTEMUN","TOT","KG_CAP","A","2014",410.865,
"CAN","WASTEMUN","TOT","KG_CAP","A","2016",412.543,
"CAN","WASTEMUN","TOT","KG_CAP","A","2018",423.617,
